#label	score
IPO7_MOUSE	NaN
PTH2_MOUSE	NaN
CHCH3_MOUSE	NaN
CP2D9_MOUSE	NaN
HMCS2_MOUSE	NaN
RUXE_MOUSE	NaN
RT15_MOUSE	NaN
RL13A_MOUSE	NaN
GABT_MOUSE	NaN
ISC2B_MOUSE	NaN
IDH3A_MOUSE	NaN
HNRPC_MOUSE	NaN
STAR5_MOUSE	NaN
1433T_MOUSE	NaN
RILP_MOUSE	NaN
QCR9_MOUSE	NaN
CSK21_MOUSE	NaN
RL26_MOUSE	NaN
GUAD_MOUSE	NaN
VPS36_MOUSE	NaN
CD47_MOUSE	NaN
GPX1_MOUSE	NaN
TCTP_MOUSE	NaN
GSTP1_MOUSE	NaN
SYAC_MOUSE	NaN
SYSM_MOUSE	NaN
RAP1A_MOUSE	NaN
ZN706_MOUSE	NaN
IF2B_MOUSE	NaN
CO4B_MOUSE	NaN
SUCB2_MOUSE	NaN
ADAS_MOUSE	NaN
MTAP_MOUSE	NaN
MOCOS_MOUSE	NaN
MUG1_MOUSE	NaN
HA1B_MOUSE	NaN
SF3B4_MOUSE	NaN
HNRPM_MOUSE	NaN
QIL1_MOUSE	NaN
CHD4_MOUSE	NaN
RS28_MOUSE	NaN
GLYAT_MOUSE	NaN
RL3_MOUSE	NaN
GSTM1_MOUSE	NaN
PTCD3_MOUSE	NaN
RU17_MOUSE	NaN
TIM8B_MOUSE	NaN
LA_MOUSE	NaN
SYSC_MOUSE	NaN
TPRKB_MOUSE	NaN
PIPNB_MOUSE	NaN
H15_MOUSE	NaN
GMPPA_MOUSE	NaN
SPS2_MOUSE	NaN
PSA5_MOUSE	NaN
IGJ_MOUSE	NaN
DDX3Y_MOUSE	NaN
SBP1_MOUSE	NaN
PSA3_MOUSE	NaN
SERA_MOUSE	NaN
UFL1_MOUSE	NaN
BUB3_MOUSE	NaN
GTF2I_MOUSE	NaN
TCPB_MOUSE	NaN
IMDH2_MOUSE	NaN
MK01_MOUSE	NaN
MPCP_MOUSE	NaN
ERF3A_MOUSE	NaN
MCEE_MOUSE	NaN
FKBP2_MOUSE	NaN
GIMA4_MOUSE	NaN
GEPH_MOUSE	NaN
FETA_MOUSE	NaN
PVRL2_MOUSE	NaN
ITIH2_MOUSE	NaN
GCKR_MOUSE	NaN
TTHY_MOUSE	NaN
NU107_MOUSE	NaN
TMED9_MOUSE	NaN
MK03_MOUSE	NaN
ARL1_MOUSE	NaN
UEVLD_MOUSE	NaN
AGM1_MOUSE	NaN
ECHB_MOUSE	NaN
ACAD8_MOUSE	NaN
FABP4_MOUSE	NaN
IMMT_MOUSE	NaN
FLOT2_MOUSE	NaN
CD2AP_MOUSE	NaN
PPAC_MOUSE	NaN
TBA1C_MOUSE	NaN
PLMN_MOUSE	NaN
RS17_MOUSE	NaN
SUCA_MOUSE	NaN
FRDA_MOUSE	NaN
RS7_MOUSE	NaN
RL18_MOUSE	NaN
NP1L4_MOUSE	NaN
PCBP2_MOUSE	NaN
B2MG_MOUSE	NaN
G3P_MOUSE	NaN
RS8_MOUSE	NaN
RENT1_MOUSE	NaN
ROA1_MOUSE	NaN
IIGP1_MOUSE	NaN
ACOT4_MOUSE	NaN
RL9_MOUSE	NaN
RL5_MOUSE	NaN
CEPT1_MOUSE	NaN
RHOB_MOUSE	32.3131
IDI1_MOUSE	NaN
ABCE1_MOUSE	NaN
ECH1_MOUSE	NaN
ELOB_MOUSE	4.19373
NP1L1_MOUSE	NaN
MEMO1_MOUSE	NaN
RM15_MOUSE	NaN
S10A9_MOUSE	NaN
COQ3_MOUSE	NaN
NPM_MOUSE	NaN
ERG24_MOUSE	NaN
OLA1_MOUSE	NaN
RM39_MOUSE	NaN
METK2_MOUSE	NaN
ACSA_MOUSE	NaN
GSTM2_MOUSE	NaN
GSTM4_MOUSE	NaN
EIF3B_MOUSE	NaN
AADAT_MOUSE	NaN
SSDH_MOUSE	NaN
PGRC2_MOUSE	NaN
WNK1_MOUSE	NaN
RAB2A_MOUSE	NaN
THNS2_MOUSE	NaN
EST1_MOUSE	NaN
NDUBA_MOUSE	NaN
RS24_MOUSE	NaN
VKGC_MOUSE	NaN
COF1_MOUSE	NaN
TBCA_MOUSE	NaN
PCBP1_MOUSE	NaN
CNBP_MOUSE	NaN
LMAN1_MOUSE	NaN
ANM1_MOUSE	NaN
AL1A1_MOUSE	NaN
FABPL_MOUSE	NaN
CP3AP_MOUSE	NaN
MK14_MOUSE	NaN
MSRA_MOUSE	NaN
STBD1_MOUSE	NaN
SET_MOUSE	NaN
FETUB_MOUSE	NaN
GBG12_MOUSE	NaN
ACTN4_MOUSE	NaN
AL7A1_MOUSE	NaN
VTDB_MOUSE	NaN
VATA_MOUSE	NaN
2AAB_MOUSE	NaN
FTCD_MOUSE	NaN
YAP1_MOUSE	NaN
ERMP1_MOUSE	NaN
T120A_MOUSE	NaN
CP8B1_MOUSE	NaN
ES1_MOUSE	NaN
EIF3K_MOUSE	NaN
URIC_MOUSE	NaN
THIM_MOUSE	NaN
RAP1B_MOUSE	NaN
K2C1_MOUSE	NaN
AL8A1_MOUSE	NaN
RS10_MOUSE	NaN
MBB1A_MOUSE	NaN
ASNA_MOUSE	NaN
NSF_MOUSE	NaN
1433G_MOUSE	NaN
ARY2_MOUSE	NaN
SAE1_MOUSE	NaN
LASP1_MOUSE	NaN
UBA6_MOUSE	NaN
GSH1_MOUSE	NaN
K2C8_MOUSE	NaN
H14_MOUSE	NaN
PAIRB_MOUSE	NaN
RS23_MOUSE	NaN
ALD2_MOUSE	NaN
PILRA_MOUSE	NaN
IF4G1_MOUSE	NaN
IRGM1_MOUSE	NaN
QCR8_MOUSE	NaN
NQO2_MOUSE	NaN
ICAM1_MOUSE	NaN
BODG_MOUSE	NaN
LARP1_MOUSE	NaN
BGAL_MOUSE	NaN
FBRL_MOUSE	NaN
CREG1_MOUSE	NaN
VAMP8_MOUSE	NaN
SC31A_MOUSE	NaN
ARSB_MOUSE	NaN
HNRL1_MOUSE	NaN
PDK2_MOUSE	NaN
PPIB_MOUSE	NaN
HIBCH_MOUSE	NaN
ATPK_MOUSE	NaN
BAG2_MOUSE	NaN
NDUA7_MOUSE	NaN
UBP14_MOUSE	NaN
RL37A_MOUSE	NaN
ARF1_MOUSE	NaN
M2GD_MOUSE	NaN
DHSO_MOUSE	NaN
HNRPF_MOUSE	NaN
TRI33_MOUSE	NaN
SDHL_MOUSE	NaN
U2AF2_MOUSE	NaN
UBP2L_MOUSE	NaN
CXB1_MOUSE	NaN
PSA4_MOUSE	NaN
RET1_MOUSE	NaN
APOC1_MOUSE	NaN
TR150_MOUSE	NaN
FAD1_MOUSE	NaN
IF4H_MOUSE	NaN
ISOC1_MOUSE	NaN
FAHD1_MOUSE	NaN
RS3_MOUSE	NaN
TADBP_MOUSE	NaN
RL7_MOUSE	NaN
P20D1_MOUSE	NaN
ARF6_MOUSE	NaN
CKAP5_MOUSE	NaN
HXK4_MOUSE	NaN
CAH8_MOUSE	NaN
CYFP1_MOUSE	NaN
KIME_MOUSE	NaN
MATR3_MOUSE	NaN
EEA1_MOUSE	NaN
FADS2_MOUSE	NaN
IF2P_MOUSE	NaN
PURA_MOUSE	NaN
TPP2_MOUSE	NaN
SMD2_MOUSE	NaN
RT02_MOUSE	NaN
TPD52_MOUSE	NaN
UCRI_MOUSE	NaN
MDR3_MOUSE	NaN
ITA1_MOUSE	NaN
BAAT_MOUSE	NaN
KMO_MOUSE	NaN
PGTA_MOUSE	NaN
SNX2_MOUSE	NaN
CBPQ_MOUSE	NaN
KAT3_MOUSE	NaN
CX6B1_MOUSE	NaN
COR1B_MOUSE	NaN
AOFB_MOUSE	NaN
MTPN_MOUSE	NaN
AMPN_MOUSE	NaN
LMAN2_MOUSE	NaN
RS27L_MOUSE	NaN
PCCA_MOUSE	NaN
HNRPU_MOUSE	NaN
PCCB_MOUSE	NaN
ALR_MOUSE	NaN
CSN4_MOUSE	NaN
XYLB_MOUSE	NaN
ECHD3_MOUSE	NaN
ETFA_MOUSE	NaN
RS19_MOUSE	NaN
AT1B3_MOUSE	NaN
ELAV1_MOUSE	NaN
ADRM1_MOUSE	NaN
RRBP1_MOUSE	NaN
BT3L4_MOUSE	NaN
CHM4B_MOUSE	NaN
RUVB1_MOUSE	NaN
VATH_MOUSE	6.49175
AATM_MOUSE	NaN
RT18B_MOUSE	NaN
LIPT_MOUSE	NaN
MACD1_MOUSE	NaN
SYMC_MOUSE	NaN
GALE_MOUSE	NaN
MCCA_MOUSE	NaN
RM12_MOUSE	NaN
GSTM7_MOUSE	NaN
CP7B1_MOUSE	NaN
NPL4_MOUSE	NaN
DHB13_MOUSE	NaN
PP1A_MOUSE	NaN
STAU1_MOUSE	NaN
PTPA_MOUSE	NaN
LRP1_MOUSE	NaN
PHB_MOUSE	NaN
MAVS_MOUSE	NaN
MCM7_MOUSE	NaN
NDUV1_MOUSE	NaN
HTAI2_MOUSE	NaN
SELO_MOUSE	NaN
PEPL1_MOUSE	NaN
HYEP_MOUSE	NaN
UB2L3_MOUSE	NaN
TR112_MOUSE	NaN
RL28_MOUSE	NaN
ADK_MOUSE	NaN
RNPS1_MOUSE	NaN
COPB2_MOUSE	NaN
ARC1B_MOUSE	NaN
USO1_MOUSE	NaN
PUR6_MOUSE	NaN
PTBP3_MOUSE	NaN
NHRF3_MOUSE	NaN
ABCF1_MOUSE	NaN
EPN1_MOUSE	NaN
RL22_MOUSE	NaN
NUBP2_MOUSE	NaN
METK1_MOUSE	32.3131
PDXK_MOUSE	NaN
NDUS5_MOUSE	NaN
ECHD2_MOUSE	NaN
MPP6_MOUSE	NaN
PDCD5_MOUSE	NaN
TIM10_MOUSE	NaN
K1C20_MOUSE	NaN
AASS_MOUSE	NaN
ERLN2_MOUSE	NaN
SYIC_MOUSE	NaN
AIFM1_MOUSE	NaN
NUDC2_MOUSE	NaN
NDUAD_MOUSE	-13.3938
CTNA1_MOUSE	NaN
MOT1_MOUSE	NaN
HUWE1_MOUSE	NaN
BCLF1_MOUSE	NaN
DKC1_MOUSE	NaN
APEH_MOUSE	NaN
DHX15_MOUSE	NaN
JAM1_MOUSE	NaN
TAP1_MOUSE	32.3131
ACOD1_MOUSE	NaN
LPP_MOUSE	NaN
TGM2_MOUSE	NaN
SCRB1_MOUSE	NaN
AAKB1_MOUSE	NaN
CGL_MOUSE	NaN
EF1A1_MOUSE	NaN
THRSP_MOUSE	NaN
ACBD5_MOUSE	NaN
PGAM5_MOUSE	NaN
NDKA_MOUSE	NaN
VNN1_MOUSE	32.3131
G3BP2_MOUSE	NaN
ALG5_MOUSE	NaN
FIBG_MOUSE	NaN
HXK1_MOUSE	NaN
SKP1_MOUSE	-13.6649
G6PI_MOUSE	-18.4031
BUP1_MOUSE	NaN
DCTN1_MOUSE	NaN
BAG3_MOUSE	NaN
GRHPR_MOUSE	NaN
EIF1_MOUSE	NaN
GCSH_MOUSE	NaN
UBP10_MOUSE	NaN
APEX1_MOUSE	NaN
CREL1_MOUSE	NaN
THIKA_MOUSE	NaN
MCAT_MOUSE	NaN
DDX6_MOUSE	NaN
STT3B_MOUSE	NaN
PLM_MOUSE	NaN
GNS_MOUSE	NaN
KPYM_MOUSE	NaN
6PGL_MOUSE	NaN
ALDOA_MOUSE	-17.0768
SC23B_MOUSE	NaN
TCEA1_MOUSE	NaN
NONO_MOUSE	NaN
NDUB7_MOUSE	-5.66796
HP1B3_MOUSE	NaN
MBD3_MOUSE	NaN
THIL_MOUSE	NaN
IF2G_MOUSE	NaN
DNJA2_MOUSE	NaN
MIF_MOUSE	NaN
REEP6_MOUSE	NaN
CP3AD_MOUSE	NaN
RSSA_MOUSE	NaN
FGGY_MOUSE	NaN
MGLL_MOUSE	NaN
CX7A2_MOUSE	NaN
PSMD8_MOUSE	NaN
EIF3I_MOUSE	NaN
DPP4_MOUSE	NaN
ACSL3_MOUSE	NaN
CDIPT_MOUSE	NaN
HACD3_MOUSE	26.9196
CSN8_MOUSE	NaN
DHC24_MOUSE	NaN
EIF3L_MOUSE	NaN
ODPA_MOUSE	NaN
AP2B1_MOUSE	NaN
SRPRB_MOUSE	NaN
SYIM_MOUSE	NaN
EF2_MOUSE	NaN
GGLO_MOUSE	NaN
CCS_MOUSE	NaN
CTND1_MOUSE	NaN
COQ9_MOUSE	NaN
NUP93_MOUSE	NaN
COTL1_MOUSE	NaN
RL4_MOUSE	NaN
VIGLN_MOUSE	NaN
HNRPQ_MOUSE	NaN
CSK_MOUSE	NaN
ODBB_MOUSE	NaN
EIF3C_MOUSE	NaN
LDHD_MOUSE	NaN
CATH_MOUSE	NaN
FAAH1_MOUSE	NaN
PLCB_MOUSE	NaN
CHMP7_MOUSE	NaN
GSTT2_MOUSE	NaN
CP1A2_MOUSE	NaN
DHB12_MOUSE	NaN
LG3BP_MOUSE	NaN
FUS_MOUSE	NaN
SF3B3_MOUSE	NaN
FKB1A_MOUSE	NaN
RM28_MOUSE	21.7031
FIBB_MOUSE	NaN
PAPS1_MOUSE	NaN
AT1A1_MOUSE	NaN
TRFE_MOUSE	NaN
GCST_MOUSE	NaN
AT131_MOUSE	NaN
KEG1_MOUSE	NaN
ERG7_MOUSE	NaN
PGDH_MOUSE	NaN
SRBS2_MOUSE	NaN
AN32A_MOUSE	NaN
S27A5_MOUSE	NaN
PDC6I_MOUSE	NaN
IGBP1_MOUSE	NaN
AP1G1_MOUSE	32.3131
TPK1_MOUSE	NaN
HYOU1_MOUSE	NaN
GNAI2_MOUSE	NaN
GSTA4_MOUSE	NaN
KHK_MOUSE	NaN
ILK_MOUSE	NaN
MARE3_MOUSE	NaN
PON3_MOUSE	NaN
HSDL2_MOUSE	NaN
UBA5_MOUSE	NaN
IST1_MOUSE	NaN
FKBP4_MOUSE	NaN
CCD22_MOUSE	NaN
ULA1_MOUSE	NaN
SRPR_MOUSE	NaN
MCCB_MOUSE	NaN
RL14_MOUSE	NaN
HDAC6_MOUSE	15.7796
NNRD_MOUSE	NaN
NUCB1_MOUSE	NaN
PPCS_MOUSE	NaN
ERP29_MOUSE	NaN
COPD_MOUSE	NaN
STT3A_MOUSE	NaN
ANXA2_MOUSE	NaN
DPP9_MOUSE	NaN
PRPS1_MOUSE	NaN
PLS1_MOUSE	NaN
TPM4_MOUSE	NaN
GSTO1_MOUSE	NaN
ADX_MOUSE	NaN
HCDH_MOUSE	NaN
PSA1_MOUSE	NaN
MOSC1_MOUSE	NaN
CLYBL_MOUSE	NaN
RADI_MOUSE	NaN
RS4X_MOUSE	NaN
IDHP_MOUSE	NaN
SH3L1_MOUSE	NaN
FLNA_MOUSE	NaN
GBB2_MOUSE	NaN
NEDD4_MOUSE	NaN
APOA1_MOUSE	NaN
NOMO1_MOUSE	NaN
CNPY2_MOUSE	NaN
F10A1_MOUSE	NaN
S61A1_MOUSE	30.6369
QCR2_MOUSE	NaN
COPB_MOUSE	NaN
APOC3_MOUSE	NaN
APOA4_MOUSE	NaN
HPT_MOUSE	NaN
NFU1_MOUSE	NaN
ASAH1_MOUSE	NaN
MRP2_MOUSE	NaN
NSDHL_MOUSE	NaN
CASP3_MOUSE	NaN
ZO1_MOUSE	NaN
VPS35_MOUSE	NaN
ACDSB_MOUSE	NaN
YMEL1_MOUSE	NaN
EF1B_MOUSE	NaN
RLA2_MOUSE	NaN
CYB5B_MOUSE	NaN
DHRS4_MOUSE	NaN
SCAM3_MOUSE	NaN
PDCD4_MOUSE	NaN
LAMP1_MOUSE	NaN
ARC1A_MOUSE	NaN
LSM6_MOUSE	NaN
CUL4A_MOUSE	NaN
RAB6A_MOUSE	NaN
IF4G3_MOUSE	NaN
MT1_MOUSE	NaN
NDUBB_MOUSE	NaN
GLRX3_MOUSE	NaN
MT2_MOUSE	NaN
SRC8_MOUSE	NaN
GSHR_MOUSE	NaN
SEC13_MOUSE	NaN
OTC_MOUSE	NaN
DHB7_MOUSE	NaN
PCTL_MOUSE	NaN
A2M_MOUSE	NaN
MRP6_MOUSE	NaN
MOES_MOUSE	NaN
STML2_MOUSE	NaN
SYYC_MOUSE	NaN
AT1B1_MOUSE	NaN
TPP1_MOUSE	NaN
CUL4B_MOUSE	NaN
PRS6B_MOUSE	NaN
LYPA2_MOUSE	NaN
G6PE_MOUSE	NaN
ACSL4_MOUSE	NaN
PX11A_MOUSE	NaN
ABCD3_MOUSE	NaN
SFPQ_MOUSE	NaN
IQGA1_MOUSE	NaN
DHTK1_MOUSE	NaN
HS105_MOUSE	NaN
CHMP5_MOUSE	NaN
PDC10_MOUSE	NaN
EIF3F_MOUSE	NaN
EBP_MOUSE	NaN
IPO5_MOUSE	NaN
RALY_MOUSE	NaN
WBP11_MOUSE	NaN
MYCBP_MOUSE	NaN
MVP_MOUSE	NaN
NIT2_MOUSE	NaN
BOLA1_MOUSE	NaN
OAT_MOUSE	NaN
LIN7C_MOUSE	NaN
CDD_MOUSE	NaN
3HIDH_MOUSE	NaN
HEMO_MOUSE	NaN
ANXA4_MOUSE	NaN
SGPL1_MOUSE	NaN
VASP_MOUSE	NaN
MPPB_MOUSE	NaN
SYG_MOUSE	NaN
NDUB3_MOUSE	NaN
ACADS_MOUSE	NaN
CATC_MOUSE	NaN
FAAA_MOUSE	NaN
SRS10_MOUSE	NaN
VPS29_MOUSE	NaN
RAB1B_MOUSE	NaN
MFGM_MOUSE	NaN
DHX36_MOUSE	NaN
HEXA_MOUSE	NaN
PSB2_MOUSE	NaN
UBE2K_MOUSE	NaN
ACOC_MOUSE	NaN
RL6_MOUSE	NaN
RB6I2_MOUSE	NaN
TPIS_MOUSE	NaN
RYR1_MOUSE	NaN
RAN_MOUSE	NaN
FAHD2_MOUSE	NaN
UGDH_MOUSE	NaN
PRS7_MOUSE	NaN
HINT2_MOUSE	NaN
ATG7_MOUSE	NaN
IDHC_MOUSE	NaN
RS20_MOUSE	NaN
FUMH_MOUSE	NaN
STRAP_MOUSE	NaN
PP2BA_MOUSE	NaN
ZO2_MOUSE	NaN
AN32B_MOUSE	NaN
PP1R7_MOUSE	NaN
SF01_MOUSE	NaN
IF6_MOUSE	NaN
TCPH_MOUSE	NaN
GDIR2_MOUSE	-9.74335
CSN7A_MOUSE	NaN
STMN1_MOUSE	NaN
ABCG2_MOUSE	-17.6376
MECR_MOUSE	NaN
MOGS_MOUSE	NaN
LC7L2_MOUSE	NaN
PCYOX_MOUSE	NaN
PAHX_MOUSE	NaN
PTMA_MOUSE	NaN
DNJB4_MOUSE	NaN
RD23B_MOUSE	NaN
RPN1_MOUSE	NaN
OST48_MOUSE	NaN
AT2A2_MOUSE	NaN
ANXA3_MOUSE	NaN
ASNS_MOUSE	NaN
AATC_MOUSE	NaN
CSRP1_MOUSE	NaN
PEF1_MOUSE	NaN
SERB_MOUSE	NaN
6PGD_MOUSE	NaN
MPC2_MOUSE	NaN
CUL1_MOUSE	5.97598
EPS15_MOUSE	NaN
ARFG1_MOUSE	0.278616
EHD1_MOUSE	NaN
SCRB2_MOUSE	NaN
TXD12_MOUSE	NaN
GBB1_MOUSE	NaN
PSMD9_MOUSE	NaN
ARPC3_MOUSE	NaN
SYEP_MOUSE	NaN
SDSL_MOUSE	NaN
SEPT2_MOUSE	NaN
OSTF1_MOUSE	NaN
NUDC_MOUSE	NaN
PPM1G_MOUSE	NaN
HPPD_MOUSE	NaN
ACAD9_MOUSE	NaN
PLAP_MOUSE	3.13955
ALDH2_MOUSE	3.6379
LMNA_MOUSE	NaN
AL4A1_MOUSE	NaN
GSTA3_MOUSE	NaN
PARK7_MOUSE	NaN
GLCM_MOUSE	NaN
ATP5J_MOUSE	NaN
SC16B_MOUSE	NaN
TLN1_MOUSE	NaN
UBAP2_MOUSE	NaN
SSRG_MOUSE	NaN
TMEDA_MOUSE	NaN
EI2BD_MOUSE	NaN
ALBU_MOUSE	NaN
AMBP_MOUSE	NaN
ECM1_MOUSE	NaN
PCNA_MOUSE	NaN
DC1I2_MOUSE	NaN
AP4A_MOUSE	NaN
RT05_MOUSE	NaN
DTD1_MOUSE	NaN
CPT2_MOUSE	NaN
KAD2_MOUSE	NaN
NUCKS_MOUSE	NaN
DHE3_MOUSE	NaN
NLTP_MOUSE	NaN
RS6_MOUSE	-18.3661
PGM1_MOUSE	NaN
DJC10_MOUSE	NaN
RPN2_MOUSE	NaN
DIC_MOUSE	NaN
ALDOB_MOUSE	32.0511
DCUP_MOUSE	NaN
FLNB_MOUSE	NaN
CAPZB_MOUSE	NaN
CAP1_MOUSE	NaN
PHS2_MOUSE	NaN
41_MOUSE	NaN
STXB3_MOUSE	NaN
FABPH_MOUSE	NaN
IPYR2_MOUSE	NaN
MPPA_MOUSE	NaN
BPNT1_MOUSE	NaN
RL24_MOUSE	NaN
P5CS_MOUSE	NaN
DNJA1_MOUSE	NaN
GLCNE_MOUSE	NaN
PPT1_MOUSE	NaN
AMPE_MOUSE	NaN
STRUM_MOUSE	NaN
PYRG1_MOUSE	NaN
PSDE_MOUSE	NaN
PSMD5_MOUSE	NaN
QOR_MOUSE	NaN
PRDX1_MOUSE	NaN
SNP23_MOUSE	NaN
YBOX1_MOUSE	NaN
GTR2_MOUSE	NaN
PSA7_MOUSE	NaN
DEK_MOUSE	NaN
IF5_MOUSE	NaN
KCY_MOUSE	NaN
KAD4_MOUSE	NaN
ADHX_MOUSE	NaN
STX16_MOUSE	NaN
NUDT5_MOUSE	NaN
GSH0_MOUSE	NaN
RM10_MOUSE	NaN
PRDX4_MOUSE	NaN
RS3A_MOUSE	NaN
AAPK2_MOUSE	NaN
HEM2_MOUSE	NaN
TXNL1_MOUSE	NaN
NDUV3_MOUSE	NaN
PDIA3_MOUSE	NaN
KGUA_MOUSE	NaN
GUAA_MOUSE	NaN
OXND1_MOUSE	NaN
IF4A3_MOUSE	NaN
CACP_MOUSE	NaN
THIC_MOUSE	NaN
TERA_MOUSE	NaN
THIO_MOUSE	NaN
NDUAA_MOUSE	NaN
STIP1_MOUSE	NaN
MTP_MOUSE	NaN
IF4E_MOUSE	-17.8722
S10AB_MOUSE	NaN
PDLI5_MOUSE	NaN
CAD17_MOUSE	NaN
FAF2_MOUSE	NaN
DERL1_MOUSE	NaN
CAH2_MOUSE	NaN
DECR_MOUSE	NaN
RTN3_MOUSE	NaN
SYFB_MOUSE	NaN
TPM3_MOUSE	NaN
NSF1C_MOUSE	NaN
RS14_MOUSE	NaN
